name,entity_type,naics_code,address,city,state,zip,lca_filing_count,approval_count,building_score,building_flags,in_target_band,size_confidence,job_titles,review_status,first_seen,last_seen
"SPIN Analytics and Strategy, LLC",LLC,541511,,Conroe,TX,77301,6,,,[],true,low,"[""Senior Data Engineer"", ""Project Manager"", ""BI Analyst (SPOTFIRE)"", ""Software Engineer""]",auto,2026-06-07,2026-06-07
"The WIMR Group, LLC",LLC,541512,,Dallas,TX,75226,6,,,[],true,low,"[""Systems Integrator"", ""Senior Systems Integrator"", ""Data Migration Analyst"", ""Data Engineer"", ""Solution Architect""]",auto,2026-06-07,2026-06-07
Gigsoft Labs LLC,LLC,541511,,Austin,TX,78759,6,,,[],true,low,"[""Software Engineer"", ""iOS Developer"", ""Software Developer"", ""Sales Manager""]",auto,2026-06-07,2026-06-07
SmartStart Systems LLC,LLC,541512,,Cypress,TX,77429,6,,,[],true,low,"[""Software Developer"", ""Senior Software Developer""]",auto,2026-06-07,2026-06-07
"Delaware North America, LLC",LLC,541519,,Dallas,TX,75218,6,,,[],true,low,"[""SAP EWM Technical Team Lead"", ""SAP Data Migration Managing Consultant"", ""SAP EWM Senior Consultant, SAP Extended Warehouse Management"", ""EAM Subject Matter Expert""]",auto,2026-06-07,2026-06-07
"CONTENTACTIVE, LLC",LLC,541511,,HOUSTON,TX,77064,6,,,[],true,low,"[""WEBSITE DEVELOPMENT"", ""Software Developer"", ""DATABASE / WEB INTERFACE DESIGNER"", ""SOFTWARE DEVELOPER"", ""SOFTWARE ARCHITECT"", ""FULL-STACK DEVELOPER""]",auto,2026-06-07,2026-06-07
Amniscient LLC,LLC,541511,,Houston,TX,77068,6,,,[],true,low,"[""Director, IoT Development"", ""ML/AI Software Engineer"", ""Backend Engineer"", ""Chief Operating Officer""]",auto,2026-06-07,2026-06-07
ERP STEP LLC,LLC,541512,,Plano,TX,75074,6,,,[],true,low,"[""SAP Consultant"", ""Network Engineer"", ""SAP Basis Consultant""]",auto,2026-06-07,2026-06-07
CLAPPONE LLC,LLC,541511,,Addison,TX,75001,6,,,[],true,low,"[""Software Developer"", ""DevOps Engineer"", ""oneAPI Software Developer"", ""Senior Application Developer""]",auto,2026-06-07,2026-06-07
MAADHU GLOBAL BUSINESS SOLUTIONS LLC.,LLC,541511,,SUGAR LAND,TX,77478,6,,,[],true,low,"[""SR. SOFTWARE ENGINEER - DEVOPS"", ""SOFTWARE DEVELOPER"", ""SOFTWARE DEVELOPER \u2013 SDET"", ""DATA ENGINEER"", ""SOFTWARE ENGINEER-DEVOPS""]",auto,2026-06-07,2026-06-07
Chetana Soft LLC,LLC,541511,,HOUSTON,TX,77063,6,,,[],true,low,"[""Software Developer"", ""Software Engineer"", ""Computer Programmer"", ""SAP Financial Analysts""]",auto,2026-06-07,2026-06-07
eVerge Group LLC,LLC,541512,,Lewisville,TX,75067,6,,,[],true,low,"[""Salesforce Senior Technical Architect"", ""Senior Managed Support Consultant \u2013 HCM"", ""HCM Sr. Implementation Consultant"", ""Salesforce Technical Architect"", ""Vice President, Salesforce Architecture""]",auto,2026-06-07,2026-06-07
SRK IT GROUP LLC,LLC,541511,,Lewisville,TX,75067,6,,,[],true,low,"[""Lead Business Analyst"", ""Application Developer"", ""Software Developer"", ""Database Developer"", ""Software Engineer""]",auto,2026-06-07,2026-06-07
"Royal Monarch Solutions, LLC",LLC,541511,,Irving,TX,75038,6,,,[],true,low,"[""Project Manager"", ""Java Developer"", ""DEVOPS ENGINEER"", ""DATABASE ENGINEER"", ""DATA ENGINEER""]",auto,2026-06-07,2026-06-07
ACCLENCE LLC,LLC,541511,,PROSPER,TX,75078,6,,,[],true,low,"[""APPLICATIONS INTERGRATION DEVELOPER"", ""SENIOR APPLICATION INTERGRATION DEVELOPER"", ""SENIOR APPLICATION INTERGRATION ANALYST""]",auto,2026-06-07,2026-06-07
Cirrus Solutions LLC,LLC,541511,,Katy,TX,77494,6,,,[],true,low,"[""Software Developer""]",auto,2026-06-07,2026-06-07
CROSS SENSE ANALYTICS LLC,LLC,541511,,LEWISVILLE,TX,75057,6,,,[],true,low,"[""SR. SYSTEMS ADMINISTRATOR"", ""SENIOR FULL STACK DEVELOPER"", ""DATA ANALYST SPECIALIST"", ""Software Developer"", ""DATA ANALYST""]",auto,2026-06-07,2026-06-07
Utilipal LLC,LLC,541511,,Irving,TX,75038,6,,,[],true,low,"[""Test Engineer"", ""Data Analyst"", ""Software Engineer"", ""Database Administrator""]",auto,2026-06-07,2026-06-07
"DallasTek Software Solutions, LLC.",LLC,541511,,McKinney,TX,75070,6,,,[],true,low,"[""ETL Developer"", ""SOFTWARE ENGINEER"", ""SR. .NET DEVELOPER"", ""INSURANCENOW SOFTWARE ENGINEER"", ""DATA ANALYST"", "".NET DEVELOPER""]",auto,2026-06-07,2026-06-07
Vintek LLC,LLC,541511,,Prosper,TX,75078,6,,,[],true,low,"[""Software Developer"", ""SAP Security Consultant"", ""Software developer""]",auto,2026-06-07,2026-06-07
VSTRS LLC dba Tek Global,LLC,54151,,Cypress,TX,77429,6,,,[],true,low,"[""SAP Technical Consultant"", ""SAP FICO Consultant"", ""Consultant"", ""Senior Salesforce Architect"", ""SAP MDG Consultant"", ""SAP ISU Consultant""]",auto,2026-06-07,2026-06-07
"Frisco Analytics, LLC",LLC,541511,,Austin,TX,78758,6,,,[],true,low,"[""Machine Learning Engineer"", ""Director - IT Delivery"", ""Technical Lead"", ""Project Coordinator"", ""Lead - IT Delivery"", ""Data Analyst""]",auto,2026-06-07,2026-06-07
KENFILL TECHNO SOLUTIONS LLC.,LLC,541511,,DALLAS,TX,75247,6,,,[],true,low,"[""INDUSTRIAL DESIGNER"", ""BUSINESS SYSTEM ANALYST"", ""DATA ENGINEER"", ""DEVOPS ENGINEER"", ""QA AUTOMATION ENGINEER""]",auto,2026-06-07,2026-06-07
United Cloud Technologies LLC,LLC,541511,,Lewisville,TX,75056,6,,,[],true,low,"[""Software Developer""]",auto,2026-06-07,2026-06-07
Drift Tech LLC,LLC,541511,,Celina,TX,75009,6,,,[],true,low,"[""Software Engineer"", ""Full Stack Developer""]",auto,2026-06-07,2026-06-07
Insightary LLC,LLC,541511,,Plano,TX,75093,6,,,[],true,low,"[""Software Engineer"", ""Java Developer"", ""Data Engineer"", ""Software Developer""]",auto,2026-06-07,2026-06-07
Wawasan LLC,LLC,541511,,Katy,TX,77494,6,,,[],true,low,"[""SAP Consultant"", ""Snowflacke Cloud Developer"", ""Software Engineer"", ""Software Consultant"", ""Validation Engineer""]",auto,2026-06-07,2026-06-07
TEK FYNDER LLC,LLC,541511,,Plano,TX,75074,6,,,[],true,low,"[""Sr.Project Manager"", ""Business Analyst"", ""Project Manager"", ""Devops Engineer"", ""Software Engineer""]",auto,2026-06-07,2026-06-07
CAREER CONNECT TECHNOLOGIES LLC,LLC,541511,,Houston,TX,77057,6,,,[],true,low,"[""Software Developer"", ""Software Engineer"", ""AWS Data Engineer""]",auto,2026-06-07,2026-06-07
Twilnet LLC,LLC,541519,,Frisco,TX,75034,6,,,[],true,low,"[""Application Support Analyst"", ""Business Intelligence Specialist"", ""Software Developer"", ""Database Administrator"", ""Quality Assurance Analyst""]",auto,2026-06-07,2026-06-07
Maxwell Tech Systems LLC,LLC,541511,,Dallas,TX,75252,6,,,[],true,low,"[""Systems Analyst"", ""Computer System Analyst"", ""Software QA Engineer""]",auto,2026-06-07,2026-06-07
OpenKyber LLC,LLC,541512,,Round Rock,TX,78681,6,,,[],true,low,"[""Security Analyst (Information Security Analyst)"", ""IAM Engineer"", ""Network and Computer System Administrator"", ""openkyber, LLC"", ""Consulting Engineer""]",auto,2026-06-07,2026-06-07
Infosys Nova Holdings LLC,LLC,541511,,Richardson,TX,75082,6,,,[],true,low,"[""Front End Developer"", ""Delivery Director"", ""Technical Architect"", ""Software Engineer""]",auto,2026-06-07,2026-06-07
"CloudRan Communication, LLC.",LLC,541511,,Dallas,TX,75234,6,,,[],true,low,"[""Software Engineer"", ""Sr. System Engineer"", ""Technical Operations Manager""]",auto,2026-06-07,2026-06-07
ITFluence LLC,LLC,541511,,McKinney,TX,75070,6,,,[],true,low,"[""QA Automation Engineer"", ""Cloud Developer"", ""Technical Product Owner"", ""Software Developer"", ""OCM Analyst""]",auto,2026-06-07,2026-06-07
Arche Resources LLC,LLC,541511,,Farmers Branch,TX,75244,6,,,[],true,low,"[""Oracle Cloud\u00a0Architect"", ""Software Developer"", ""Business Operations Analyst"", ""Full Stack Java Developer""]",auto,2026-06-07,2026-06-07
DA2Technologies LLC,LLC,541511,,Dallas,TX,75243,6,,,[],true,low,"[""Software Engineer"", ""Information Analyst"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
PHASORSOFT GROUP LLC,LLC,541511,,LEANDER,TX,78641,6,,,[],true,low,"[""SR TALEND DEVELOPER"", ""AI/ML ENGINEER"", ""SR. DATA ENGINEER"", ""SR DATA ENGINEER"", ""SOFTWARE ENGINEER II""]",auto,2026-06-07,2026-06-07
Acentrik Technology Solutions LLC,LLC,541511,,Irving,TX,75063,6,,,[],true,low,"[""Senior Software Engineer"", ""Software Engineer"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
"TSI USA, LLC",LLC,541511,,Dallas,TX,75231,6,,,[],true,low,"[""Senior Software Engineer"", ""Solutions Architect"", ""Software Engineer"", ""Team Lead, Software Development"", ""Lead Software Engineer"", ""Web Administrator""]",needs_review,2026-06-07,2026-06-07
"Keste, LLC d.b.a. ArganoKeste",LLC,541512,,Plano,TX,75093,6,,,[],true,low,"[""Manager of Delivery"", ""Oracle EBS Functional Lead"", ""Subscription Management Architect"", ""Lead Technical Consultant"", ""Systems Lead Consultant""]",needs_review,2026-06-07,2026-06-07
HAANTECH LLC,LLC,54151,,Southlake,TX,76092,6,,,[],true,low,"[""Computer Program   Analyst (Salesforce  Veeva Developer)"", ""Computer Programmer"", ""Computer Program Analyst (Salesforce Veeva Developer)"", ""Senior Systems Support Analyst"", ""Senior Software Developer""]",auto,2026-06-07,2026-06-07
INNOCITO TECHNOLOGIES LLC,LLC,541511,,Irving,TX,75062,6,,,[],true,low,"[""SOFTWARE DEVELOPER"", ""Sales Development Repersentative"", ""Software Developer"", ""Data Engineer""]",needs_review,2026-06-07,2026-06-07
SASS Service LLC,LLC,541511,,Austin,TX,78728,6,,,[],true,low,"[""Software Engineer"", ""Civil Engineer""]",needs_review,2026-06-07,2026-06-07
Seventhgeneration Technologies LLC,LLC,541511,,Argyle,TX,76226,6,,,[],true,low,"[""Software Developer"", ""IT Project Manager"", ""Software Engineer"", ""Data Analyst"", ""Frontend Developer"", ""Computer Programmer""]",needs_review,2026-06-07,2026-06-07
Vivi LLC,LLC,541511,,Houston,TX,77080,6,,,[],true,low,"[""Chief Financial Officer"", ""Mid Market Account Executive""]",auto,2026-06-07,2026-06-07
"SILVERLINE TECHNOLOGIES OF AMERICA, LLC",LLC,541511,,RICHARDSON,TX,75081,6,,,[],true,low,"[""Business Intelligence Analyst"", ""Software Developer"", ""Sr. Systems Engineer"", ""Infrastructure Developer"", ""Senior Call Center Technology Specialist""]",auto,2026-06-07,2026-06-07
Spinakr Solutions LLC,LLC,541511,,Dallas,TX,75202,6,,,[],true,low,"[""QA Automation Engineer"", ""Sr. QA Automation Engineer"", ""Lead Solutions Architect"", ""Technology Testing Lead""]",auto,2026-06-07,2026-06-07
Idealforce LLC,LLC,541511,,Austin,TX,78750,6,,,[],true,low,"[""Systems Architect/Technical Analyst"", ""Systems Analyst"", "".NET Developer/Architect"", ""Software Developer (BI/Cognos Developer)""]",auto,2026-06-07,2026-06-07
"Audiencent, LLC",LLC,54151,,Dallas,TX,75247,6,,,[],true,low,"[""Lead Software Solutions Architect"", ""Sr. Computer Systems Engineer"", ""Database Administrator"", ""Cyber Security Engineer"", ""Software Developer""]",auto,2026-06-07,2026-06-07
"SV Evolutions, LLC",LLC,541511,,Frisco,TX,75036,6,,,[],true,low,"[""Sr. Software Developer"", ""Oracle PL/SQL Software Developer"", ""Software Engineer"", ""Software Developer""]",auto,2026-06-07,2026-06-07
"CODENETWORKZ, LLC",LLC,541512,,KANSAS CITY,MO,64114,6,,,[],true,low,"[""Network Engineer""]",auto,2026-06-07,2026-06-07
HCM Square LLC,LLC,54151,,St Charles,MO,63304,6,,,[],true,low,"[""Systems Integration Architect"", ""Oracle Cloud Consultant"", ""Business Analyst""]",auto,2026-06-07,2026-06-07
Information Technology Warehouse LLC,LLC,54151,,St. Louis,MO,63132,6,,,[],true,low,"[""Sr. Software (React-UX)) Developer"", ""Sr. Software Engineer"", ""Software (Data) Engineer""]",auto,2026-06-07,2026-06-07
STATACORP LLC,LLC,541511,,COLLEGE STATION,TX,77845,7,,,[],,low,"[""Senior Econometrician & Software Developer"", ""Senior Econometrician, Communications"", ""Senior Statistician"", ""Senior Econometrician"", ""Computer Science Analyst""]",auto,2026-06-07,2026-06-07
AR Validation Services LLC,LLC,541511,,Allen,TX,75013,7,,,[],,low,"[""Project Manager"", ""Senior Validation Specialist"", ""DevOps Engineer"", ""Senior Systems Engineer"", ""Quality Engineer""]",auto,2026-06-07,2026-06-07
ZenTech Solutions LLC,LLC,54151,,Frisco,TX,75034,7,,,[],,low,"[""Senior JIRA/SAP Developer"", ""Senior Delivery Optimization Engineer"", ""DevOps Lead"", ""Atlassian Developer"", ""Delivery Optimization Engineer"", ""JAVA Developer""]",needs_review,2026-06-07,2026-06-07
PLUTOSOFT TECHNOLOGIES LLC,LLC,541512,,Katy,TX,77494,7,,,[],,low,"[""IT Project Manager"", ""Software Developer"", ""Software Engineer"", ""Software Solutions Architect""]",needs_review,2026-06-07,2026-06-07
iaisystem LLC,LLC,541511,,DALLAS,TX,75244,7,,,[],,low,"[""SOFTWARE DEVELOPER"", ""SAP CONSULTANT"", ""Software Developer"", ""PO Contract / Software Developer""]",auto,2026-06-07,2026-06-07
Mobilize LLC,LLC,541511,,HOUSTON,TX,77031,7,,,[],,low,"[""Software Developer"", ""Software Engineer"", ""Senior Software Developer""]",auto,2026-06-07,2026-06-07
CLOUD HYBRID TECHNOLOGIES LLC,LLC,541511,,DUNCANVILLE,TX,75116,7,,,[],,low,"[""IOS DEVELOPER"", ""INTEGRATED BUSINESS ANALYST"", ""PROJECT MANAGER"", ""BUSINESS SYSTEM ANALYST"", ""JAVA DEVELOPER"", ""SYSTEM TEST ENGINEER""]",auto,2026-06-07,2026-06-07
Aleph Technologies LLC,LLC,541512,,Richardson,TX,75080,7,,,[],,low,"[""Full Stack Developer"", ""Senior Software Cloud Engineer"", ""Sr.SAP PP/QM Functional Consultant""]",needs_review,2026-06-07,2026-06-07
Opportunity IT Solutions LLC,LLC,541512,,Plano,TX,75074,7,,,[],,low,"[""HR Specialist"", ""Software Engineer"", ""React/Node.js Developer"", ""Project Manager"", ""Java Software Engineer 2""]",auto,2026-06-07,2026-06-07
TMT IT SOLUTIONS LLC,LLC,541511,,PLANO,TX,75025,7,,,[],,low,"[""SOFTWARE DEVELOPER"", ""QA ENGINEER"", ""DEV OPS ENGINEER"", ""SYSTEMS ENGINEER""]",auto,2026-06-07,2026-06-07
INFOVIZ SOLUTIONS LLC,LLC,541511,,IRVING,TX,75063,7,,,[],,low,"[""SOFTWARE ENGINEER"", ""SOFTWARE QUALITY ASSURANCE ENGINEER"", ""SOFTWARE DEVELOPER""]",auto,2026-06-07,2026-06-07
OPENMIND SOLUTIONS LLC.,LLC,541519,,HOUSTON,TX,77002,7,,,[],,low,"[""SOFTWARE DEVELOPER"", ""SOFTWARE ENGINEER""]",auto,2026-06-07,2026-06-07
VRC7 LLC,LLC,541511,,Dallas,TX,75243,7,,,[],,low,"[""Software Developer"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
"Eagan US HoldCo, LLC",LLC,54151,,Fort Worth,TX,76102,7,,,[],,low,"[""Lead Automation QA Engineer"", ""Lead Software Engineer"", ""Senior Business Systems Analyst"", ""Senior Technical Solutions Architect"", ""Director, 3E Programs"", ""Client Advisory Director""]",auto,2026-06-07,2026-06-07
Monumental LLC,LLC,511210,,Austin,TX,78701,7,,,[],,low,"[""Senior Software Engineer"", ""Chief Product Officer"", ""Analytics & Data Science Manager"", ""Data Scientist"", ""Director, Analytics & Data Science""]",auto,2026-06-07,2026-06-07
Finday LLC,LLC,541511,,Plano,TX,75024,7,,,[],,low,"[""Software Engineer"", ""Solutions Architect"", ""Data Scientist"", ""DevOps Engineer"", ""Full Stack Developer"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
Kolibri Data Solutions LLC,LLC,541511,,Frisco,TX,75033,7,,,[],,low,"[""Software Developer"", ""Database Administrator"", ""DATA ANALYST"", ""DATABASE ADMINISTRATOR"", ""HEALTHCARE DATA ANALYST"", ""SOFTWARE ENGINEER""]",auto,2026-06-07,2026-06-07
Shritech Solution LLC,LLC,54151,,Plano,TX,75074,7,,,[],,low,"[""Systems Analyst"", ""Business Analyst"", ""Data Engineer"", ""Project Manager"", ""IT assistant Project manager""]",auto,2026-06-07,2026-06-07
"Intellect Capital, LLC",LLC,541511,,Aubrey,TX,76227,7,,,[],,low,"[""Programmer Analyst"", ""Software Developer""]",auto,2026-06-07,2026-06-07
Shubh Solutions LLC,LLC,541511,,Austin,TX,78758,7,,,[],,low,"[""DevOps Programmer"", ""Deveops Programmer"", ""Sr. Data Scientist"", ""Product Manager"", ""Software Engineer""]",auto,2026-06-07,2026-06-07
TAAJ TECH LLC,LLC,541511,,Lewisville,TX,75067,7,,,[],,low,"[""Senior Integration Architect"", ""Systems Architect"", ""Computer Programmer"", ""AWS Solutions Architect"", ""SAP Functional Architect"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
Modesto Tech Solutions LLC,LLC,541511,,Austin,TX,78759,7,,,[],,low,"[""Business Analyst"", ""Data Analyst"", ""Software Developer"", ""Sr. Software Developer""]",auto,2026-06-07,2026-06-07
Vedanta Telecom LLC,LLC,54151,,McKinney,TX,75070,7,,,[],,low,"[""Network Engineer"", ""Sr. RF Engineer"", ""RF Engineer"", ""Sr. Transport Engineer""]",auto,2026-06-07,2026-06-07
Stellar Home Maintenance Services LLC,LLC,541511,,Dallas,TX,75254,7,,,[],,low,"[""Salesforce Administrator"", ""Salesforce Database Administrator"", ""Sr. Data Scientist"", ""Business Process Analyst""]",auto,2026-06-07,2026-06-07
ADEPT SCRIPTS LLC.,LLC,541511,,FRISCO,TX,75035,7,,,[],,low,"[""TABLEAU DEVELOPER"", ""Hadoop Developer"", ""Support Engineer"", ""Software Engineer"", ""Tableau Developer"", ""Software Developer"", ""Integration Engineer""]",auto,2026-06-07,2026-06-07
CyrusOne Management Services LLC,LLC,518210,,Dallas,TX,75201,7,,,[],,low,"[""IP/IX Network Engineer"", ""Database Administrator"", ""Operations System Controls Technician"", ""Senior Manager, Enterprise Network Services"", ""Azure Data Engineer II""]",auto,2026-06-07,2026-06-07
"SPINSCI TECHNOLOGIES, LLC",LLC,541511,,Dallas,TX,75254,7,,,[],,low,"[""Program Manager"", ""Delivery Manager"", ""Public Relations Specialist"", ""Management Analyst"", ""Software Developer"", ""Implementation Engineer""]",auto,2026-06-07,2026-06-07
SOARSWELL SOLUTIONS LLC.,LLC,541519,,KATY,TX,77494,7,,,[],,low,"[""SOFTWARE DEVELOPER"", ""JAVA FULL STACK DEVELOPER"", ""PROJECT MANAGER"", ""ORACLE DATABASE ADMINISTRATOR"", ""SOFTWARE ENGINEER"", ""AWS INFRASTRUCTURE CONSULTANT""]",auto,2026-06-07,2026-06-07
"Stellar Elements, LLC",LLC,513210,,St. Louis,MO,63141,7,,,[],,low,"[""Software Engineer"", ""Software Development Specialist""]",auto,2026-06-07,2026-06-07
"CUBE INFOSYS, LLC.",LLC,541511,,ELLISVILLE,MO,63011,7,,,[],,low,"[""SOFTWARE DEVELOPER"", ""Computer Systems Analyst""]",auto,2026-06-07,2026-06-07
"Synaptiq, LLC",LLC,541511,,Plano,TX,75024,8,,,[],,low,"[""Senior Technical Business Analyst Consultant"", ""Senior Quality Assurance Consultant"", ""Senior Consultant Senior UI Developer"", ""Senior Consultant \u2013 Software Engineer"", ""Software Developer"", ""Software Programmer Databricks Consultant""]",auto,2026-06-07,2026-06-07
Emergere Technologies LLC,LLC,541511,,Plano,TX,75024,8,,,[],,low,"[""Data Warehousing Specialist"", ""Data Engineer"", ""BI Developer"", ""IAM Analytics Analyst"", ""IT Project Manager""]",auto,2026-06-07,2026-06-07
D Best Workz LLC,LLC,541511,,Austin,TX,78717,8,,,[],,low,"[""Product Owner"", ""Software Engineer"", ""Quality Assurance Analyst"", ""Java Developer""]",auto,2026-06-07,2026-06-07
"DevelopScripts, LLC",LLC,541511,,Richardson,TX,75080,8,,,[],,low,"[""Network / Systems Engineer"", ""Full Stack Developer"", ""Software Developer"", ""Network Engineer"", ""Software Engineer""]",auto,2026-06-07,2026-06-07
IT APPS LLC,LLC,541511,,IRVING,TX,75062,8,,,[],,low,"[""IT Training and Development Specialist"", ""Software Developer"", ""Market Research Analyst"", ""Business Analyst"", ""Technical Recruiter""]",auto,2026-06-07,2026-06-07
JADE BUSINESS SERVICES LLC,LLC,541511,,Frisco,TX,75035,8,,,[],,low,"[""Optimization Analyst"", ""Senior Systems Analyst"", ""Generative AI Engineer"", ""Data Scientist"", ""Principal Solutions Architect"", ""Data Architect""]",auto,2026-06-07,2026-06-07
VycerTech LLC,LLC,541511,,Austin,TX,78757,8,,,[],,low,"[""Software Developer QA"", ""Software  Developer"", ""Tibco  Developer"", ""SAP FICO Consultant"", ""Senior Technical Recruiter"", ""The Common Noticing System OpenText (CNS-OT) Developer""]",auto,2026-06-07,2026-06-07
"Qcentrio, LLC",LLC,541511,,Lewisville,TX,75067,8,,,[],,low,"[""Senior Integration Expert"", ""Architect"", ""Software Developer"", ""ServiceNow Developer"", ""Sr. Software Developer"", ""Cloud Data Engineer""]",auto,2026-06-07,2026-06-07
SAWN CAPITAL LLC,LLC,5415,,AUSTIN,TX,78731,8,,,[],,low,"[""Python Developer"", ""Health Care"", ""Sr Architect"", ""SAP FUNCTIONAL CONSULTANT"", ""Sr Busniess Analyst"", ""MIDDLEWARE DEVELOPER"", ""Oracle Consultant"", ""NETWORK ENGINEER""]",auto,2026-06-07,2026-06-07
Cloudscouts Software Solutions LLC,LLC,541519,,Frisco,TX,75036,8,,,[],,low,"[""Software Developer"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
LOGICQUBE LLC,LLC,541511,,Cedar Park,TX,78613,8,,,[],,low,"[""Software Engineer"", ""Database Administrator"", ""TIBCO Middleware Developer"", ""Software Developer"", ""TIBCO Analyst""]",auto,2026-06-07,2026-06-07
"A&H Technologies, LLC",LLC,541512,,Frisco,TX,75035,8,,,[],,low,"[""Software Engineer"", ""Senior Software Engineer"", ""Generative AI Engineer"", ""Scrum Master"", ""Software Development Engineer in Test""]",auto,2026-06-07,2026-06-07
AIBD Tek LLC,LLC,541511,,Irving,TX,75060,8,,,[],,low,"[""System Analyst"", ""Software  Engineer"", ""Software \u00a0Engineer"", ""Financial Analyst"", ""Software Engineer""]",auto,2026-06-07,2026-06-07
"ABC Fitness Solutions, LLC",LLC,541511,,Frisco,TX,75034,8,,,[],,low,"[""Senior QA Automation Engineer"", ""Software Engineer"", ""Data Warehouse Architect"", ""Principal Information Security Engineer"", ""BI Developer"", ""Senior Director of Product, CRM"", ""Senior Manager, Data Engineering""]",auto,2026-06-07,2026-06-07
TERRAPROMPT LLC.,LLC,54151,,PLANO,TX,75024,8,,,[],,low,"[""DATA SCIENTIST"", ""DATA WAREHOUSE ETL DEVELOPER"", ""SALESFORCE DEVELOPER"", ""SENIOR QUALITY ANALYST"", ""SOFTWARE ENGINEER""]",auto,2026-06-07,2026-06-07
Clogration LLC,LLC,541511,,Plano,TX,75024,8,,,[],,low,"[""SAP BRIM Tech Lead"", ""SAP HANA Tech Lead"", ""Project Management Specialist IT"", ""Business Intelligence Analyst I"", ""Business Intelligence Analyst 3"", ""SAP Solution Analyst 4""]",auto,2026-06-07,2026-06-07
CODELARK LLC,LLC,541511,,DALLAS,TX,75243,8,,,[],,low,"[""DATA ENGINEER"", ""DATA ANALYST"", ""UI/UX DESIGNER"", ""EMBEDDED ENGINEER"", ""DATA SCIENTIST"", ""Java Software Developer""]",auto,2026-06-07,2026-06-07
CloudVet LLC,LLC,541511,,Leander,TX,78641,8,,,[],,low,"[""Software Developer""]",auto,2026-06-07,2026-06-07
INNOVATIVE DATALYTICS GROUP LLC,LLC,541511,,PLANO,TX,75024,8,,,[],,low,"[""SOFTWARE DEVELOPER""]",auto,2026-06-07,2026-06-07
PHX Agile LLC.,LLC,541511,,PFLUGERVILLE,TX,78660,8,,,[],,low,"[""Computer Programmer"", ""Software Developer"", ""Computer Software Engineer""]",auto,2026-06-07,2026-06-07
TrustIT LLC,LLC,541511,,Dallas,TX,75243,8,,,[],,low,"[""Software Developer II"", ""Web Developer"", ""Application Programmer"", ""Application Developer"", ""Applications Programmer"", ""UI Developer with React.JS""]",auto,2026-06-07,2026-06-07
BelenITS LLC,LLC,541511,,San Antonio,TX,78216,8,,,[],,low,"[""UI Developer"", ""Software Testing Engineer"", ""Senior Software Testing Engineer"", ""Software Development Engineering, Tech Lead"", ""Software Development Engineering Tech Lead""]",auto,2026-06-07,2026-06-07
GEHMS ITSERVICES LLC,LLC,541511,,MCKINNEY,TX,75070,8,,,[],,low,"[""software engineer""]",auto,2026-06-07,2026-06-07
MULTIPLIED SOLUTIONS LLC.,LLC,541512,,LEWISVILLE,TX,75067,8,,,[],,low,"[""SOFTWARE DEVELOPER"", ""SAP EWM FUNCTIONAL CONSULTANT""]",auto,2026-06-07,2026-06-07
VARENS SOFTTECH LLC,LLC,541511,,Frisco,TX,75033,8,,,[],,low,"[""SOFTWARE DEVELOPER"", ""Accountant  and Bookkeepers"", ""PROJECT MANAGER"", ""Software Developer""]",auto,2026-06-07,2026-06-07
"Agile Adroit, LLC",LLC,541511,,Frisco,TX,75034,8,,,[],,low,"[""Software  Developer"", ""Data Engineer"", ""Dot Net  Developer"", ""Java Developer"", ""Java  Developer""]",auto,2026-06-07,2026-06-07
INFODATAWORX LLC,LLC,54151,,McKinney,TX,75072,8,,,[],,low,"[""Software Engineer"", ""Assistant Technical Project Manager""]",auto,2026-06-07,2026-06-07
"KNOVIQ IT SOLUTIONS, LLC.",LLC,541511,,ARLINGTON,TX,76013,8,,,[],,low,"[""DEVOPS ENGINEER"", ""BUSINESS ANALYST"", ""QA AUTOMATION ANALYST"", ""SNOWFLAKE DEVELOPER""]",auto,2026-06-07,2026-06-07
United Technology Service LLC,LLC,541511,,McKinney,TX,75069,8,,,[],,low,"[""Radio Frequency Engineer"", ""Network Engineer"", ""Software Developer/Programmer"", ""NETWORK ENGINEER-TELECOM"", ""Packet Network Core Engineer"", ""Computer System Network Engineer/Architect""]",auto,2026-06-07,2026-06-07
Mythri Minds LLC,LLC,541511,,Dallas,TX,75254,8,,,[],,low,"[""Senior Software Engineer"", ""Software Engineer"", ""Software Developer"", ""SAP Data Migration Specialist"", ""Full Stack Developer"", ""Full Stack .Net Developer""]",auto,2026-06-07,2026-06-07
MVK Solutions LLC,LLC,541512,,Plano,TX,75023,8,,,[],,low,"[""Software Engineer"", ""Software Developer""]",auto,2026-06-07,2026-06-07
"Two Sigma Solutions, LLC",LLC,541512,,Houston,TX,77002,8,,,[],,low,"[""DATA ANALYST"", ""Data Analyst"", ""Software Engineer"", ""Full Stack Engineer""]",auto,2026-06-07,2026-06-07
"DataLeads Technology Services, LLC",LLC,541511,,Chesterfield,MO,63005,8,,,[],,low,"[""Splunk Cloud Developer"", ""CLOUD SOLUTION ARCHITECT"", ""Salesforce Cloud Architect"", ""Performance Architect""]",auto,2026-06-07,2026-06-07
