name,entity_type,naics_code,address,city,state,zip,lca_filing_count,approval_count,building_score,building_flags,in_target_band,size_confidence,job_titles,review_status,first_seen,last_seen
ASHATEK LLC,LLC,541511,"1836 W Virginia St Suite #208",Mckinney,TX,75069,63,,,[],false,low,"[""Senior DevOps Engineer"", ""Salesforce Administrator"", ""Database Administrator"", ""Salesforce Admin/Developer"", ""Software Developer"", ""Java Developer"", ""Lead Engineer"", ""Technology Lead"", ""ORACLE DBA"", ""Associate Software Engineer"", ""Sr. Software Engineer"", ""Software developer / DevOps Engineer"", ""Java  Developer"", ""AWS Cloud Administrator and MS SQL DBA"", ""Application Development Analyst"", ""Data Analyst"", ""Sr Software Engineer"", ""Data Engineer (Data Modeling)"", ""Sr Software Developer"", ""Senior Software Engineer"", ""Senior Java Developer"", ""Software Quality Assurance Analysts and Testers"", ""Product Owner"", ""SOFTWARE QUALITY ANALYST"", ""DATABASE ADMINISTRATOR"", ""SOFTWARE DEVELOPER"", ""AWS Architect"", ""Software Engineer"", ""QA Analyst"", ""IT PROJECT MANAGER"", ""QA Manager"", ""Salesforce CPQ Developer"", ""Full Stack Java Developer"", ""ServiceNow Developer"", ""UI/UX Designer"", ""Azure DevOps Engineer"", ""Software Development Engineer in Test"", ""Logistics Analyst""]",needs_review,2026-06-07,2026-06-07
MAXSOFT IT LLC,LLC,541511,7150 Holland Dr Suite 102B,Frisco,TX,75035,64,,,[],false,low,"[""UI/React Developer"", ""Network Engineer"", ""Software Engineer"", ""Software Analyst/Engineer"", ""JAVA DEVELOPER"", ""Programmer Analyst"", ""JAVA APPLICATION DEVELOPER"", ""Applications Engineer"", ""SOA Developer"", ""C Plus Plus JavaScript Developer"", ""Programmer"", ""Software Developer"", ""UI Developer"", ""C Plus Plus Developer"", ""Computer Programmer"", ""Data Engineer"", ""Developer"", ""SOA developer"", ""Java Developer"", ""Full Stack Engineer"", ""Angular Developer"", ""Java Application Developer"", ""Firmware Test Engineer"", ""Test Engineer"", ""FIRMWARE DEVELOPER"", ""Software Integration Engineer"", ""Support Analyst"", ""Systems Design Engineer"", ""SYSTEMS RELIABILITY ENGINEER"", ""Embedded Software Engineer""]",auto,2026-06-07,2026-06-07
Naten LLC,LLC,541511,520 Central Pkwy E suite 111,Plano,TX,75074,64,,,[],false,low,"[""Software Developer"", ""Software Engineer"", ""Cloud & DevOps Engineer"", ""SAP MM"", ""Java Backend Developer"", ""Database Administrator"", ""Software Engineer (DevOps)"", ""Sr Business Analyst"", ""DevOps Engineer"", ""Data Engineer"", ""Software Quality Analyst"", ""Computer Programmer (DevOps Engineer)"", ""Computer Programmer"", ""PL/SQL Developer"", ""iOS Developer"", ""Java Developer"", ""Workday Consultant"", ""System Analyst"", ""SAP EWM Consultant"", ""SAP SD Consultant"", ""Information Security Analyst"", ""QA Automation Engineer"", ""SAP MM Consultant"", ""SAP OTC - SD/MM -Consultant"", ""Java Full Stack Developer"", ""Software developer"", ""Cloud & DevOps engineer"", ""Senior SQL Server Database Administrator"", ""BI ETL Developer II""]",auto,2026-06-07,2026-06-07
FIRSTNET GLOBAL LLC,LLC,541511,7461 BELLINGRATH DRIVE,FRISCO,TX,75035,64,,,[],false,low,"[""Analyst - Systems/Programmer"", ""COMPUTER SYSTEMS CONSULTANT"", ""SOFTWARE DEVELOPER"", ""SENIOR DEVELOPER"", ""UI/UX DEVELOPER"", ""SAP DEVELOPER"", ""Software Developer"", ""LEAD QUALITY AUTOMATION ENGINEER"", ""SENIOR CLOUD ENGINEER"", ""SENIOR SOFTWARE DEVELOPER"", ""SOFTWARE ENGINEER"", ""SENIOR SOFTWARE ENGINEER"", ""INFORMATION SECURITY ENGINEER"", ""Data Center Operations Lead"", ""DATA ENGINEER"", ""INFRASTRUCTURE  ENGINEER"", ""CLOUD ENGINEER"", ""JAVA DEVELOPER"", ""SALESFORCE DEVELOPER"", ""SENIOR CLOUD  ENGINEER"", ""AI/ML ENGINEER"", ""DEVOPS ENGINEER"", ""SENIOR NETWORK ENGINEER"", ""SENIOR JAVA DEVELOPER"", ""SENIOR DATA ENGINEER"", ""Java Developer"", ""Principle Engineer"", ""Systems Engineer"", ""Dot Net Developer"", ""Cloud Security Engineer"", ""Dell Boomi Developer"", ""Infrastructure Systems Consultant"", ""AI/ML Engineer""]",auto,2026-06-07,2026-06-07
Smart Info Solutions LLC,LLC,541512,1560 E Southlake Blvd Suite 100,Southlake,TX,76092,65,,,[],false,low,"[""Java Full Stack Developer"", ""Software Developer"", ""SOFTWARE ENGINEER"", ""SOFTWARE DEVELOPER"", ""SENIOR SYSTEMS ENGINEER"", ""BUSINESS INTELLIGENCE ANALYST"", ""SENIOR .NET DEVELOPER"", ""SAP FUNCTIONAL ANALYST"", ""SENIOR SOFTWARE DEVELOPER"", ""SOLUTION ARCHITECT"", ""BUSINESS SYSTEMS ANALYST"", ""PROJECT MANAGER"", ""IT PRODUCT OWNER"", ""LEAD SOFTWARE ENGINEER"", ""FULL STACK ENGINEER"", ""SENIOR BUSINESS ANALYST"", ""Software Engineer"", ""SYSTEMS ARCHITECT III"", ""ADOBE CAMPAIGN DEVELOPER"", ""SAP INTEGRATION ENGINEER"", ""BUSINESS ANALYST"", ""SAP FUNCTIONAL BUSINESS INTELLIGENCE ANALYST"", ""DATA CENTER ENGINEER"", ""DATA CENTRE SYSTEMS ENGINEER(SME)""]",auto,2026-06-07,2026-06-07
CloudZenix LLC,LLC,541511,1200 W Walnut Hill Ln STE 3400,Irving,TX,75038,65,,,[],false,low,"[""Junior Devops Engineer"", ""Cloud Platform DevOps Engineer (PCF)"", ""Cloud DevOps Engineer."", ""Cloud Platforms Technical Services Manager"", ""PCF Cloud DevOps Engineer"", ""Software Developer"", ""Devops Engineer"", ""Software Engineer"", ""Software Engineer PowerBI & SQL Developer"", ""DATAWAREHOUSE CONSULTANT"", ""SAP BOBJ Administrator"", ""Automation Engineer"", ""System Engineer"", ""Datawarehouse Senior Consultant"", ""Technical Architect"", ""IT Project Manager"", ""Cloud DevOps Engineer"", ""Technical Assistant Manager ( TAM)"", ""End User Computing Operations Manager"", ""Solution Architect"", ""Data/Business Analyst II"", ""Flutter Developer"", ""Site Reliability Engineer (SRE)"", ""DevOps Administrator"", ""Cloud  Support Engineer"", ""Software  Test Engineer"", ""DevOps Engineer""]",auto,2026-06-07,2026-06-07
DIGICLOUD LLC,LLC,541511,"2727 Lyndon B Johnson Fwy Ste#115",Dallas,TX,75234,66,,,[],false,low,"[""Automation Engineer"", ""Software Developer"", ""SOFTWARE DEVELOPER"", ""Design Engineer"", ""Quality Engineer"", ""Business Intelligence Analyst"", ""Sr Software engineer"", ""Systems Engineer"", ""Data Engineer"", ""CIVIL ENGINEER"", ""SAP Consultant"", ""Sr Data Analyst"", ""Automation Test Engineer"", ""Senior Systems Engineer"", ""Salesforce Developer"", ""Full Stack Developer"", ""Java Full Stack Developer"", ""Validation Engineer"", ""DotNet Developer"", ""Java/J2EE Developer"", ""Sr Software Engineer"", ""Software Engineer"", ""Senior System Engineer"", ""Mobile App Developer"", ""Senior Technical Architect"", ""Java Full Stack Engineer"", ""Sr. Python Developer""]",auto,2026-06-07,2026-06-07
ASINFOTECZ LLC,LLC,541511,5068 W Plano Pkwy STE 205,Plano,TX,75093,66,,,[],false,low,"[""SOFTWARE DEVELOPER"", ""Software Engineer"", ""Software Developer"", ""Sr. Software Developer"", ""Sr. Software Engineer"", ""Data Analyst""]",auto,2026-06-07,2026-06-07
IONIC TECHNOLOGIES LLC,LLC,541511,"9894 BISSONNET ST STE#787",HOUSTON,TX,77036,67,,,[],false,low,"[""SYSTEM SOFTWARE CONFIGURATION SENIOR TECHNOLOGIST"", ""ETL Software Developer"", ""System Software Configuration Senior Technologist"", ""JAVA DEVELOPER"", ""SOFTWARE ENGINEER"", ""DATA ENGINEER"", ""FULLSTACK DEVELOPER"", ""Workday Consultant"", ""DevOps Consultant"", ""Software Engineer"", ""Business Analyst"", ""SOFTWARE DEVELOPER"", ""PROJECT MANAGER L1"", ""BI Analyst"", ""System Analyst"", ""Java Developer"", ""Database Administrator"", ""Software Developer"", ""Senior Appian Developer"", ""Cloud Data Engineer"", ""Data Engineer"", ""Oracle Applications DBA"", ""SAP FICO CONSULTANT"", ""Technical Lead"", ""SAP Functional Consultant"", ""Data engineer/analyst"", ""Computer Systems Analyst"", ""Data Analyst"", ""SAP Data Analyst"", ""SAP Analyst"", ""Mobile Data Analyst"", ""Transmission Analyst"", ""DATA ANALYST"", ""Globality Data Engineer/Analyst with PowerBI"", ""QA Engineer"", ""Operations Analyst"", ""Appian Developer"", ""Functional Analyst""]",needs_review,2026-06-07,2026-06-07
Zilpin Tech LLC,LLC,541511,12000 Ford Rd Suite 403,Farmers Branch,TX,75234,67,,,[],false,low,"[""Software Developer"", ""SAP Consultant"", ""Software Engineer"", ""Sap Consultant"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
Ikon Systems LLC,LLC,541511,8765 Stockard Dr Ste 701,Frisco,TX,75034,67,,,[],false,low,"[""ETL Developer"", ""Software Developer"", ""DATABASE ADMINISTRATOR"", ""Devops Engineer"", ""ServiceNow Developer"", ""Software Engineer"", ""Systems Engineer"", ""DevOps Engineer"", ""Computer Programmer"", ""Software Quality  Assurance Analyst"", ""Sr. Java Full Stack Developer"", ""Sr. Full Stack Developer"", ""Senior DevSecOps Architect"", ""Business Analyst"", ""Applications Architect Salesforce"", ""Applications Architect Salesfforce"", ""Developer - DevOps Engineer""]",auto,2026-06-07,2026-06-07
Octagon IT LLC,LLC,541511,2300 Valley View Ln SUITE 213,Irving,TX,75062,69,,,[],false,low,"[""Azure Data Engineer"", ""Salesforce Developer"", ""DevOps Engineer"", ""IT Consultant (Data Engineer)"", ""Software Engineer"", ""IT Consultant (SAP Consultant)"", ""IT Consultant (DevOps Engineer)"", ""Oracle Database Administrators"", ""IT Consultant (Technical Analyst)"", ""Business Analyst"", ""Software Development Engineer"", ""IT Consultant (Test Lead)"", ""Sr. IT Consultant (Sr. EDI Developer)"", ""Senior Middleware Developer"", ""IT Consulatnat (.Net Technial Lead)"", ""Software Quality Assurance Engineers and Testers"", ""SQL Server DBA"", ""IT Consultant(Big Data/ Spark Developer)"", ""Systems Engineer"", ""Sr. Data Engineer"", ""Application Development Engineer"", ""Data Analyst"", ""Data Engineer"", ""IT Analyst"", ""Data Scientist"", ""Clinical Data Analyst"", ""IT Consultant (AWS Data Engineer)"", ""Technical Consultant"", ""IT Consultant (React Native Developer )"", ""SAP Functional Consultant"", ""Functional Analyst"", "".Net Developer"", ""QA Automation Engineer"", ""AS400/iSeries Developer"", ""Software Developer"", ""IT Consultant (Solutions Architect)"", ""Software Development Engineer in Test (SDET)"", ""Software Development Engineer in Test"", ""BI Analyst"", ""Sr. Middleware Developer"", ""IT Consultant (.NET Technical Lead)"", ""QA Engineer"", ""SAP Architect"", ""IT Consultant (Python Developer)""]",auto,2026-06-07,2026-06-07
Data Strategies Interchange LLC,LLC,541511,18510 Green Land Way Suite C,Houston,TX,77084,69,,,[],false,low,"[""IT Infrastructure and Cyber Security Analyst"", ""Software Developer"", ""Professional Services Specialist - Cloud Migration"", ""IT Network Infrastructure & Cyber Security Project Engineer"", ""Cloud Infrastructure Architect"", ""Software Architect"", ""Software Engineer"", ""Senior Functional Analyst - Microsoft Dynamics D365 F&O"", ""Software Developer, System Software"", ""Security Risk Analyst II"", ""Senior Software Engineer"", ""Senior Site Reliability Engineer"", ""Site Reliability Software Engineer"", ""Solution Architect"", ""Software /Application Development Engineer"", ""Senior Big Data Engineer"", ""SAP Associate"", ""Sr. ASIC Engineer"", ""Process Engineer"", ""Sr. Business Systems Analyst"", ""Technical Project Manager"", ""Multi Cloud Architect"", ""Senior Software Fullstack Developer"", ""Senior ASIC Engineer"", ""Senior Software Quality Assurance Analyst /Quality Engineer"", ""Azure/AWS Cloud Engineer"", ""Financial Data Analyst"", ""Azure / AWS Cloud Engineer"", ""Data Engineer"", ""Data Scientist"", ""Information Security Engineer"", ""Cloud Data Engineer""]",auto,2026-06-07,2026-06-07
GenuineIT LLC,LLC,541512,9894 BISSONNET STREET SUITE 827,Houston,TX,77036,70,,,[],false,low,"[""Software Developer / Teradata Developer"", ""Software Developer"", ""Application Developer"", ""Applications Developer"", ""Software Engineer / Release Engineer"", ""Software Developer, Applications"", ""COMPUTER PROGRAMMERS/ EMBEDDED ENGINEER"", ""SITECORE DEVELOPER"", ""JAVA UI DEVELOPER"", ""SAP TECHNICAL SERVICE MANAGER"", ""SR. DATAWAREHOUSE DEVELOPER"", ""SAP GRC CONSULTANT"", ""SENIOR RPA DEVELOPER"", ""PRODUCT OWNER"", ""SAP EWM CONSULTANT"", ""APPLICATION TESTER/DEVELOPER"", ""RPA Developer"", ""DevOps Engineer"", ""Application Tester/Developer"", ""Java / Applications Developer"", ""Application Tester / Developer"", "".Net Developer"", ""Systems Tester / Developer"", ""SOFTWARE DEVELOPER"", ""Genesys CTI Engineer"", ""Software Engineer"", ""Azure Developer (Data)"", ""SOFTWARE TEST ENGINEER"", "".NET DEVELOPER"", ""SOFTWARE ENGINEER / RELEASE ENGINEER"", ""Sitecore Developer / Software Developer"", ""Sitecore Developer"", ""Software Engineer-Applications(API)Development & Integration"", ""Software Engineer / DevOps Engineer"", ""SAP consultant"", ""Sitecore Developer / Sotftware Developer"", ""AI/ML Engineer"", ""IT Consultant""]",auto,2026-06-07,2026-06-07
"McAfee, LLC",LLC,511210,5000 Headquarters Dr,Plano,TX,75024,71,,,[],false,low,"[""Lead Site Reliability Engineer"", ""Cloud Software Engineer"", ""Cloud Software Quality Assurance Engineer - Test Automation"", ""DevOps Engineer"", ""Software Development Engineer"", ""Product Manager"", ""Software Apps Engineer"", ""Mgr, Software QA Engineering"", ""Cloud Financial Analyst"", ""Information Security Specialist"", ""Lead Software Development Engineer"", ""Sr. Data Scientist"", ""Senior Vice President of Marketing Strategy and Analytics"", ""Senior Data Scientist - Experimentation"", ""Data Analyst"", ""Sr. Software Engineer"", ""Data Scientist"", ""Data Science Manager"", ""Data Scientist- Market Analytics"", ""Sr Dir, Product Management"", ""Pricing Manager"", ""Site Reliability Engineer Lead"", ""Systems Analyst"", ""Manager of DevOps"", ""Pricing Specialist"", ""Sr Software Quality Engineer"", ""Sr. Cloud Software Architect"", ""Sr. Software Development Engineer"", ""Sr Mgr, Marketing"", ""Cloud Infrastructure Engineer"", ""Sr. Product Manager"", ""Technical Program Manager"", ""Senior Data Scientist"", ""Cloud Staff Software Development Engineer"", ""Principal Product Manager"", ""Senior Cloud Software Engineer"", ""Senior AWS Cloud & DevOps Architect"", ""Lead AI Enterprise Data Engineer"", ""BI/Data Visualization Developer"", ""Sr. SDET AEM"", ""Software Development Engineer in Test"", ""Software Engineer"", ""AEM Software Development Engineer"", ""Software Architect - Cloud & Data Platforms"", ""UI Software Engineer"", ""Sr Software Development Engineer"", ""Dir, Enterprise Data Engineering"", ""Sr. Software Engineer Backend"", ""Sr Mgr, Security Testing and Vulnerability Management"", ""Sr Manager, Technical Program Management""]",auto,2026-06-07,2026-06-07
CONGLOMERATEIT LLC,LLC,54151,14679 MIDWAY RD SUITE 216,ADDISON,TX,75001,71,,,[],false,low,"[""BUSINESS INTELLIGENCE ANALYST (DATA ANALYTICS)"", ""Systems Engineer (Networking)"", ""Senior QA Analyst"", ""SOFTWARE DEVELOPER"", ""Senior Software Developer"", ""Software Engineer"", ""SQL/BI Developer"", ""Software Developer"", ""PRODUCT MANAGER"", ""SQL / BI Developer"", ""SOFTWARE QUALITY ASSURANCE ENGINEER"", ""SYSTEMS ANALYST"", ""PROGRAM MANAGER"", ""SCRUM MASTER"", ""SOFTWARE ENGINEER"", ""SYSTEMS ENGINEER (NETWORKING)"", ""SENIOR QA ANALYST"", ""HR Manager"", ""SQA Engineer (Performance)"", ""Software QA Analyst"", ""Market Research Analyst"", ""Business Systems Analyst"", ""HR SPECIALIST"", ""SQA Engineer"", ""SQA ENGINEER"", ""Delivery Manager (Performance COE)"", ""INFRASTRUCTURE SOLUTIONS ENGINEER"", ""WORKDAY CONSULTANT"", ""SQL/BI DEVELOPER"", ""DEVOPS ENGINEER"", ""DATA ENGINEER"", ""TECHNICAL ARCHITECT"", ""SALESFORCE DEVELOPER"", ""SALESFORCE ARCHITECT"", ""PRODUCT OWNER""]",auto,2026-06-07,2026-06-07
TechniPros LLC,LLC,541511,5700 Granite Parkway Suite 200,Plano,TX,75024,71,,,[],false,low,"[""Data Engineer"", "".NET Developer"", ""JAVA DEVELOPER (WEB SERVICES, SPRING, RESTFUL) IV"", ""SR. SOFTWARE ENGINEER"", ""Data Scientist"", ""Technical Training Specialist"", ""Software Developer"", ""Software Engineer"", ""Sr Software Developer"", ""Java Developer"", ""LEAD CONSULTANT"", "".Net Developer"", ""Business Analyst"", ""IAM / SailPoint Admin"", ""Lead Consultant"", ""IOS Mobile Developer Sr."", ""Machine Learning Engineer"", ""Okta Engineer"", ""Data engineer"", ""SOFTWARE DEVELOPER"", ""Computer Programmer"", ""Software Quality Analyst"", ""COMPUTER SYSTEMS ANALYST""]",auto,2026-06-07,2026-06-07
AYITC LLC,LLC,541511,4263 Addax Trl,FRISCO,TX,75034,73,,,[],false,low,"[""Software Developer"", ""Technical Support Engineer"", ""Senior Software Engineer"", ""BI Developer"", ""ETL Developer"", ""Java Backend Developer"", ""Test Automation Engineer"", ""Software Engineer"", ""DevOps Engineer"", ""Azure Architect II"", ""Java Developer"", ""Power BI Developer"", ""Salesforce Developer"", ""SAP Programmer"", ""BI Designer / Architect"", ""BI Design and Architect"", ""AUTOMATION TESTER"", ""Data Engineer"", ""Software Quality Assurance Analysts"", ""BI Analyst"", ""Software Development Engineer in Test (SDET)"", ""Director IT"", ""Senior Computer Systems Analysts"", ""Web Developer/ Front-End Developer"", ""Software Developer \u2013 Python Developer"", ""Software Quality Engineer"", ""Project Manager"", ""Project Manger"", ""Software Quality Assurance Analyst"", ""Automation Engineer"", ""Cloud Data Engineer"", ""QA Analyst"", ""QA Manager"", ""Java Cloud Developer"", ""Designer UX Standard III""]",auto,2026-06-07,2026-06-07
"CDK GLOBAL, LLC",LLC,541519,11809 Domain Drive,78758,TX,78758,73,,,[],false,low,"[""Staff Software Engineer"", ""Sr. Software Engineer"", ""UX Designer"", ""Senior Software Engineer"", ""Staff Technology Program Manager"", ""Software Engineer"", ""SR. SOFTWARE ENGINEER"", ""Sr. Manager, UX"", ""Implementation Manager"", ""LEAD BUSINESS SYSTEMS ANALYST"", ""Sr. Business Systems Analyst"", ""SOFTWARE ENGINEER"", ""Senior Product Manager"", ""UX DESIGNER"", ""Sr. Market Research Analyst"", ""Lead Infrastructure Service Engineer"", ""Sr Software Engineer"", ""Lead Product Manager"", ""SENIOR  SOFTWARE ENGINEER"", ""Principal Software Engineer"", ""MANAGER, ENGINEER"", ""PRINCIPAL SOFTWARE ENGINEER"", ""Sr Infrastructure Service Engineer"", ""SENIOR SOFTWARE ENGINEER"", ""STAFF  SOFTWARE ENGINEER"", ""Senior Data Architect"", ""Salesforce Technical Architect"", ""Architect"", ""Associate Technology Project Manager"", ""Software Developer Engineer in Test"", ""Sr Manager Engineering"", ""Senior Technology Project Manager"", ""Sr. Manager, Engineering"", ""Senior SDET"", ""Cloud Azure Engineer"", ""UX Researcher"", ""Business Process Analyst (Business Ops / Reporting Analyst)"", ""Sr Product Manager"", ""Associate Legal Counsel"", ""Operations Automation Engineer Associate""]",needs_review,2026-06-07,2026-06-07
Vidu Solutions LLC,LLC,541511,1500 S Dairy Ashford Road Suite 320,Houston,TX,77077,74,,,[],false,low,"[""SAP Consultant"", ""Information Security Specialist"", ""Scada Specialist"", ""Software Engineer"", ""Workday Consultant"", ""ServiceNow Developer"", ""SAP Cloud Consultant"", ""ETL Developer"", ""Ariba Cloud Engineer"", ""SAP Business Analyst"", ""Business Analyst"", ""Senior Application Developer"", ""Application Developer"", ""Data Scientist"", ""Quality Engineer"", ""DevOps Engineer"", ""Oracle Consultant"", ""SAP CONSULTANT"", ""Application Security Consultant"", ""Java Developer"", ""Software Developer"", ""Technical Project Manager""]",auto,2026-06-07,2026-06-07
"Devu Solutions, LLC",LLC,541512,14111 King Road Suite 410-H,Frisco,TX,75034,75,,,[],false,low,"[""Software Developer"", ""Software Engineer"", ""Computer Systems Analyst"", ""Database Administrator"", ""Business Intelligence Analyst"", ""Software Quality Assurance Analyst"", ""Project Manager"", ""Data Scientist"", ""Business Analyst"", ""Application Solution Architect"", ""Data Engineer"", ""SOFTWARE DEVELOPER"", ""DevOps Engineer"", ""Technical Architect""]",auto,2026-06-07,2026-06-07
Softworld Technologies LLC,LLC,541511,1700 Alma Dr Suite 460,Plano,TX,75075,76,,,[],false,low,"[""Software Developer"", ""Java Developer"", ""Software Engineer"", ""Software Development Engineer in Test"", ""Data Engineer"", ""Full stack Developer"", ""Java Full Stack Developer""]",auto,2026-06-07,2026-06-07
Epitomsoft LLC,LLC,541511,3016 POLAR LN STE 208,CEDAR PARK,TX,78613,76,,,[],false,low,"[""Software Engineer"", ""Software Developer"", ""Technical Specialist"", ""Sr. Software Engineer"", ""Data Engineer""]",auto,2026-06-07,2026-06-07
EZ4 Technologies LLC,LLC,541511,"3415 Custer Rd Suite #153",Plano,TX,75023,76,,,[],false,low,"[""System Engineer"", ""Software Application Developer"", ""Sitecore Developer"", ""Application Developer"", ""Senior Java Developer"", "".NET Developer"", ""Software Developer"", ""Software Build & Release Engineer"", ""DevOps Engineer"", ""IT Project Lead"", ""Java Full Stack Developer"", ""IT Project Manager"", ""Ariba Team lead"", ""Software Engineer"", ""IT project Lead"", ""Sr Java Developer/Software Developer"", ""Software Defined Network Engineer"", ""Data Analyst"", ""Software Developer / DotNet Developer"", ""Senior Software Engineer"", ""Java Software Developer"", ""Business Systems Analyst"", ""Software Developer/Software Engineer"", ""DBRE(DataBase Reliability Engineer)"", ""Java Developer"", ""Backend Integration Developer"", ""System Engineer/DevOps Engineer"", ""Technology Lead"", "".Net Programmer"", "".Net Developer"", ""Network Engineer"", ""Assistant Consultant"", ""Data Engineer"", ""QA Automation Engineer"", ""Sr Cloud Engineer"", ""Sr React Developer"", ""Senior Software Developer"", ""Salesforce developer"", ""Salesforce Developer""]",auto,2026-06-07,2026-06-07
Syntain Technologies LLC,LLC,541511,"539 W. Commerce St Suite # 2979",Dallas,TX,75208,76,,,[],false,low,"[""Software Developer"", ""Software Engineer"", ""Quality Assurance Analyst"", ""Senior Business Systems Analyst"", ""Systems Engineer"", ""Business Analyst"", ""Senior Consultant"", ""Data Analyst"", ""Cloud Engineer"", ""Senior Software Engineer"", ""DATA SCIENTIST"", ""Senior Programmer Analyst"", ""Computer Systems Engineers"", ""Data Scientist"", ""Software Tester"", ""SAP Consultant"", ""Financial Reporting Analyst"", ""Sr. Software Engineer"", ""HIMS-HIE Enterprise Architect"", ""Information Technology Officer"", ""AWS DevOps Engineer"", ""Application Performance Monitoring Engineer"", ""Software APM Engineer"", ""Gen AI Consultant"", ""SRE Engineer"", ""DevOps Engineer"", ""AWS SRE Engineer"", ""Enterprise Architect"", ""Devops Engineer"", ""Citrix Engineer"", ""Data Engineer"", ""Full Stack Java Developer""]",needs_review,2026-06-07,2026-06-07
QUBITZ TECH SYSYTEMS LLC,LLC,541511,10103 PROMONTORY DR,FRISCO,TX,75035,77,,,[],false,low,"[""SOFTWARE DEVELOPERS"", ""SOFTWARE DEVELOPER"", ""MANAGEMENT ANALYST""]",auto,2026-06-07,2026-06-07
"VISYS CLOUD TECHNOLOGIES, LLC.",LLC,541511,"8751 Collin-McKinney Pkwy SUITE # 1102",McKinney,TX,75070,77,,,[],false,low,"[""Software Developer"", ""Software Engineer"", ""Cloud DevOps Engineer"", ""Business intelligence-Data science"", ""SOFTWARE DEVELOPER"", ""MANAGEMENT ANALYST"", ""SENIOR QA ANALYST"", ""BUSINESS INTELLIGENCE ANALYST"", ""DATABASE ADMINISTRATOR"", ""SOFTWARE ENGINEER"", ""COMPUTER PROGRAMMER"", ""IT PROJECT MANAGER"", ""DATA SCIENTIST"", ""COMPUTER SYSTEM ANALYST"", ""CMUPUTER SYSTEM ANALYST"", ""COMPUTER SYSTEMS ANALYST"", ""BUSINESS ANALYST""]",auto,2026-06-07,2026-06-07
SCOTTLINE LLC,LLC,541511,"5005 W Royal Ln Ste#196",Irving,TX,75063,77,,,[],false,low,"[""Senior Software Engineer"", ""Software Engineer"", ""SOFTWARE ENGINEER"", ""ORACLE APPS DATABASE ADMINISTRATOR"", ""Full Stack JAVA Developer"", ""JAVA Full Stack Developer"", ""PRINCIPAL CONSULTANT"", ""Sr. JAVA Developer"", ""UI/UX DEVELOPER"", ""SOFTWARE DEVELOPER"", ""SR. SOFTWARE DEVELOPER"", ""DATA ENGINEER"", ""SALESFORCE DEVELOPER"", ""System Administrator"", ""JAVA Systems Engineer"", ""JAVA Developer"", ""AUTOMATION ENGINEER"", ""IOS DEVELOPER"", ""CLOUD ENGINEER"", ""FULL STACK ENGINEER"", ""DATABASE ADMINISTRATOR"", ""PRINCIPAL ENGINEER"", ""System Validation Engineer"", ""TEST AUTOMATION ENGINEER"", ""AGILE SCRUM MASTER"", ""SR. JAVA FULL STACK DEVELOPER"", ""APPLICATION DEVELOPER"", ""SR SOFTWARE ENGINEER"", ""TEST ANALYST"", ""COMPUTER SYSTEMS ENGINEER""]",auto,2026-06-07,2026-06-07
"Neoage Services, LLC",LLC,541511,18510 Green Land Way Suite C,Houston,TX,77084,78,,,[],false,low,"[""Software Engineer"", ""Information Technology Project Manager"", ""Senior Solution Architect - Microsoft Dynamics 365"", ""Software Developer \u2013 Microsoft Dynamics D365 CRM"", ""Software Developer"", ""SAP Associate"", ""Software Quality Assurance Analyst"", ""Data Scientist"", ""Techno Functional Supply Chain Project Manager"", ""Senior ETRM [Energy Trading Risk Management] Developer"", ""Applications Software Engineer"", ""ETRM [Energy Trading Risk Management] Developer"", ""Software Development Test Engineer"", ""Sr. Data Architect"", ""Java Developer"", ""Software Quality Assurance Engineer"", ""Sr. Solution Architect"", ""Cloud Solution Architect"", ""Senior Software Engineer- Curam Developer"", ""SAP Business Application Developer Level 2"", ""Full Stack Software Developer"", ""Software Development Engineer- Digital Products & Solutions"", ""Technical Architect Java Full Stack Development"", ""Software Application Engineer"", ""Mechanical Design Engineer"", ""eDiscovery SME Technical Lead"", ""Senior Software Developer"", ""Senior Software Build-Release Admin"", ""Curam Build/Release Administrator"", ""Senior Solution Architect \u2013 Microsoft Dynamics 365"", ""Software Quality Engineer"", ""Full Stack Software Engineer"", ""Technical Product Manager"", ""Senior ETRM [Energy Trading and Risk Management] Developer""]",auto,2026-06-07,2026-06-07
STARTEKK LLC,LLC,541511,5700 GRANITE PKWY SUITE 200,PLANO,TX,75024,78,,,[],false,low,"[""COMPUTER SYSTEMS ANALYST"", ""SOFTWARE DEVELOPER"", ""SYSTEMS ANALYST/ERP"", ""FINANCIAL ANALYST"", ""SYSTEMS ANALYST"", ""Solutions Architect"", ""SOLUTIONS ARCHITECT"", ""Software Quality Assurance Analyst"", ""COMPUTER SYSTEM ANALYST"", ""Test Engineer / RF Engineer"", ""Software Quality Assurance Analysts and Testers""]",auto,2026-06-07,2026-06-07
